1.81898940354586e-12,255.999998173467
1.81898940354586e-12,89.6643524169922
47.5554695129395,-38.4349365234375
39.4306221008301,-200.676254272461
-64.8935241699219,-312.281311035156
-93.9979705810547,-415.469787597656
-72.8311004638672,-494.845550537109
-22.5597858428955,-575.544250488281
63.8579940795898,-693.284973144531
138.837585449219,-959.193725585938
48.8783988952637,-1123.23693847656
-72.8311004638672,-1238.66259765625
-98.4799652099609,-1377.57019042969
-84.5892028808594,-1506.55578613281
8.52905368804932,-1649.43212890625
47.2247352600098,-1967.92736816406
